county_id,location_id
203,5001
203,5001
203,5001
203,5001
422,5002
422,5002
422,5002
422,5002
422,5002
422,5002
615,5002
201,5002
2536,5003
2600,5003
457,5003
457,5003
457,5003
457,5003
102,5004
2251,5005
713,5005
2293,5005
2296,5005
2536,5006
2567,5006
2564,5007
24,5007
2582,5007
2582,5007
221,5008
227,5009
1279,5010
50,5010
1292,5010
536,5010
2626,5014
2695,5014
2748,5014
693,5014
713,5015
30,5015
372,5015
2741,5016
1948,5017
59,5018
264,5020
310,5021
310,5021
1228,5021
1228,5021
1228,5021
1228,5021
3088,5022
3088,5022
3088,5022
243,5023
245,5023
2656,5024
2656,5024
2971,5024
2984,5024
318,5026
318,5026
119,5027
119,5027
119,5027
2209,5028
2232,5028
65,5028
709,5029
122,5030
2184,5030
105,5031
105,5031
105,5031
105,5031
106,5031
418,5032
418,5032
25,5032
25,5032
134,5032
134,5032
1794,5033
1794,5033
1817,5033
194,5034
218,5035
218,5035
241,5035
203,5036
203,5036
203,5036
95,5037
97,5037
102,5037
104,5037
104,5037
104,5037
14,5038
14,5038
14,5038
36,5038
1564,5038
261,5039
1729,5039
2059,5040
2059,5040
2059,5040
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
426,5042
185,5043
1916,5044
1980,5044
1980,5044
2148,5045
2201,5045
2201,5045
2202,5045
1314,5046
1339,5046
264,5047
2741,5049
301,5050
301,5050
1156,5051
346,5052
346,5052
346,5052
214,5053
214,5053
214,5054
214,5054
2054,5055
341,5055
199,5056
199,5056
243,5057
245,5057
37,5058
1147,5058
1147,5058
2244,5059
2244,5059
2244,5059
217,5060
846,5061
2128,5061
223,5062
2670,5063
2699,5063
2699,5063
2699,5063
29,5064
29,5064
1331,5065
1331,5065
1331,5065
1339,5065
1374,5065
1374,5065
1374,5065
65,5065
65,5065
70,5066
1220,5067
1781,5067
1841,5068
1841,5068
2564,5069
119,5070
1707,5071
697,5072
102,5073
102,5073
1929,5074
1929,5074
1929,5074
102,5075
102,5075
370,5076
1781,5077
102,5078
3060,5080
323,5081
214,5081
37,5082
37,5082
59,5082
1128,5083
1920,5084
1920,5084
1920,5084
2761,5085
2673,5086
221,5088
24,5089
443,5090
119,5091
1760,5092
1760,5092
102,5093
426,5094
426,5094
426,5094
2824,5095
2825,5095
302,5096
302,5096
302,5096
214,5097
214,5097
50,5098
50,5098
550,5099
234,5100
185,5101
199,5101
51,5102
2985,5103
2985,5103
2985,5103
2327,5104
1886,5105
24,5106
1119,5107
1120,5107
220,5108
498,5109
203,5110
203,5110
24,5111
166,5111
166,5111
166,5111
166,5111
506,5112
123,5112
315,5113
315,5113
315,5113
214,5114
49,5115
217,5116
169,5117
169,5117
2295,5118
2712,5118
491,5119
240,5120
220,5121
641,5122
324,5123
2793,5124
45,5126
102,5127
1123,5128
1214,5129
611,5130
611,5130
1424,5131
1460,5131
354,5132
615,5133
638,5133
638,5133
692,5133
220,5134
2313,5135
2313,5135
2313,5135
145,5136
220,5137
341,5138
221,5139
203,5140
214,5141
119,5142
24,5143
2741,5143
102,5144
694,5145
41,5146
41,5146
32,5147
233,5148
240,5148
149,5149
2409,5149
374,5150
2060,5151
32,5151
51,5151
51,5151
47,5152
166,5152
166,5152
203,5153
1222,5154
1222,5154
937,5155
214,5156
217,5156
221,5156
457,5157
692,5158
324,5159
1788,5160
1788,5160
1788,5160
203,5162
211,5164
203,5165
615,5166
692,5166
203,5167
203,5167
904,5168
185,5169
324,5170
324,5170
37,5171
203,5172
1860,5173
1860,5173
1860,5173
221,5174
278,5175
307,5176
194,5177
214,5177
218,5177
1279,5178
218,5179
410,5180
24,5181
227,5182
214,5183
1806,5184
1980,5185
844,5186
1279,5187
2346,5188
2346,5188
2346,5188
2346,5188
673,5188
324,5189
24,5190
2582,5190
611,5191
179,5191
179,5191
179,5191
308,5192
308,5192
308,5192
309,5192
2676,5193
2656,5194
311,5195
2793,5196
975,5197
203,5198
240,5198
203,5199
203,5199
211,5199
2564,5200
191,5201
238,5202
240,5203
145,5204
51,5205
2582,5206
307,5207
2800,5208
677,5209
998,5210
380,5211
777,5212
319,5213
212,5214
232,5214
1310,5215
665,5216
665,5216
665,5216
665,5216
665,5216
683,5216
683,5216
1252,5217
1262,5217
1262,5217
1262,5217
243,5219
249,5219
13,5220
36,5220
1254,5221
203,5222
215,5223
2322,5224
2322,5224
2324,5224
2324,5224
2324,5224
1200,5224
1200,5224
628,5225
37,5225
36,5226
220,5227
227,5228
214,5229
426,5230
346,5231
1769,5231
324,5232
384,5232
203,5233
37,5234
2281,5235
243,5236
249,5236
37,5236
311,5237
122,5238
1285,5239
638,5240
638,5240
203,5241
370,5242
370,5242
310,5243
310,5243
310,5243
310,5243
1228,5243
294,5244
294,5244
2793,5245
693,5246
693,5246
1652,5247
1841,5248
1841,5248
766,5249
240,5250
240,5250
240,5250
232,5251
310,5252
203,5253
203,5254
191,5255
191,5255
191,5255
324,5256
1929,5257
56,5257
1969,5258
2582,5259
2564,5260
24,5260
2602,5260
225,5261
185,5262
2209,5263
2232,5263
988,5264
598,5265
173,5266
323,5267
323,5267
114,5268
1367,5270
191,5271
1953,5272
245,5273
37,5273
2589,5274
1285,5274
368,5275
220,5276
2984,5277
217,5278
217,5278
978,5279
217,5280
3077,5281
2564,5282
2582,5282
2793,5283
203,5284
221,5285
201,5286
214,5287
2322,5288
2324,5288
1200,5288
249,5289
203,5290
65,5291
1827,5292
602,5293
602,5293
166,5294
2800,5295
862,5296
2830,5297
2201,5298
2202,5298
102,5299
4,5300
4,5300
4,5300
221,5301
187,5302
203,5302
1226,5303
1226,5303
1226,5303
1226,5303
1226,5303
194,5304
225,5305
232,5306
2747,5307
1801,5308
65,5309
305,5310
1218,5311
536,5312
186,5313
199,5313
203,5313
203,5313
203,5313
214,5313
215,5313
215,5313
221,5313
221,5313
226,5313
227,5313
229,5313
232,5313
1218,5314
201,5315
261,5316
324,5317
63,5318
229,5319
903,5320
109,5321
324,5322
324,5322
214,5323
1760,5324
203,5325
134,5326
1220,5327
1220,5327
1220,5327
1220,5327
1220,5327
346,5328
536,5329
536,5329
226,5330
2985,5331
2985,5331
226,5332
226,5332
203,5333
249,5334
305,5334
220,5335
368,5336
175,5337
426,5338
426,5338
315,5339
315,5339
217,5340
218,5341
382,5342
2656,5343
203,5344
1381,5345
1381,5345
36,5346
2542,5347
2992,5348
2992,5348
2656,5349
188,5350
188,5350
324,5351
50,5351
307,5352
307,5352
220,5353
220,5353
2541,5354
1775,5355
659,5355
659,5355
2804,5356
2804,5356
2804,5356
884,5357
134,5358
203,5360
3099,5361
310,5362
310,5362
310,5362
310,5362
310,5362
310,5362
310,5362
102,5363
102,5363
102,5363
1339,5364
2564,5365
1806,5365
2600,5366
2248,5367
2248,5367
2248,5367
422,5368
563,5369
395,5370
1292,5370
185,5371
2313,5372
214,5373
1817,5374
1962,5375
2184,5376
603,5377
603,5377
405,5378
405,5378
405,5378
214,5379
307,5380
223,5381
234,5381
221,5382
221,5382
536,5383
2990,5384
1292,5385
203,5386
681,5387
681,5387
681,5387
1788,5388
2059,5389
2059,5389
185,5390
422,5391
203,5392
323,5393
323,5393
323,5393
323,5393
2613,5394
2613,5394
1766,5395
2215,5395
208,5396
1156,5397
201,5398
44,5399
1955,5400
1483,5401
797,5401
432,5402
310,5403
310,5403
310,5403
214,5404
1292,5405
1292,5405
2600,5406
324,5407
212,5408
1899,5409
1899,5409
1886,5410
225,5411
220,5412
422,5413
65,5414
36,5415
203,5416
650,5417
650,5417
650,5417
2091,5418
50,5419
50,5419
370,5419
65,5420
316,5422
1924,5423
1924,5423
2542,5424
950,5424
335,5425
2245,5426
2258,5426
2281,5426
1954,5426
65,5426
65,5426
65,5426
2277,5427
1268,5428
185,5429
220,5430
1820,5431
50,5432
214,5433
214,5433
2313,5434
422,5435
1806,5436
1339,5437
227,5438
1339,5439
2605,5440
1121,5441
37,5442
217,5443
422,5444
692,5444
185,5445
185,5445
308,5446
315,5447
9,5448
457,5448
3092,5449
2088,5450
2088,5450
220,5451
726,5452
203,5453
1220,5454
1220,5454
220,5455
2582,5456
1292,5457
341,5458
1886,5459
234,5460
368,5461
1628,5462
1628,5462
65,5463
3115,5464
145,5465
193,5466
218,5466
418,5467
227,5468
1191,5469
2614,5470
1806,5470
2756,5470
422,5471
324,5472
113,5473
1385,5473
37,5474
37,5474
550,5475
1788,5476
1788,5476
203,5477
185,5478
30,5479
341,5479
794,5480
422,5481
35,5482
1901,5483
1901,5483
1292,5484
214,5485
278,5486
305,5486
813,5487
813,5487
813,5487
946,5488
1369,5488
1369,5488
2324,5489
3065,5490
41,5491
41,5491
41,5491
41,5491
1220,5492
1806,5493
2741,5494
223,5495
713,5496
713,5496
1123,5497
214,5498
1156,5499
382,5500
382,5500
382,5500
191,5501
191,5501
368,5502
368,5502
774,5503
774,5503
1331,5504
125,5505
694,5506
324,5507
324,5507
191,5508
240,5509
113,5510
45,5511
203,5512
209,5513
241,5513
611,5514
611,5514
1188,5514
1188,5514
2756,5515
1379,5516
225,5517
7,5518
534,5518
1119,5519
693,5520
367,5521
166,5521
119,5522
37,5522
2091,5522
2656,5523
218,5524
1781,5525
65,5526
203,5527
1314,5528
1339,5529
214,5530
35,5531
223,5532
1220,5533
203,5534
235,5535
1339,5536
1873,5537
145,5538
145,5538
308,5539
203,5540
51,5541
536,5542
1996,5543
221,5544
1279,5545
310,5546
310,5546
310,5546
97,5547
97,5547
1228,5548
1228,5548
779,5549
779,5549
779,5549
2337,5550
998,5551
865,5552
102,5553
102,5553
102,5553
134,5554
452,5554
169,5555
3088,5556
225,5557
227,5557
227,5557
324,5558
1603,5559
1195,5560
1195,5560
1201,5560
422,5561
311,5562
214,5563
214,5563
1331,5564
2793,5565
611,5566
611,5566
611,5566
51,5567
221,5568
203,5569
693,5570
585,5571
426,5572
132,5573
1781,5574
1886,5575
1886,5575
1886,5575
30,5576
45,5576
818,5577
203,5578
937,5579
1292,5580
1292,5580
2605,5581
2605,5581
422,5582
1921,5583
1952,5583
498,5584
2984,5584
3130,5585
113,5586
204,5587
205,5587
238,5588
103,5589
872,5590
884,5590
2184,5591
203,5592
65,5593
107,5594
41,5595
52,5596
37,5597
37,5597
426,5598
426,5598
24,5599
1218,5600
1218,5600
36,5601
217,5602
1302,5603
1302,5603
205,5604
310,5605
310,5606
310,5606
214,5607
709,5608
422,5609
1156,5610
51,5611
2656,5612
166,5613
30,5614
203,5615
534,5616
1314,5617
2088,5618
1222,5619
1222,5619
376,5620
552,5621
555,5621
1762,5622
261,5622
1760,5622
243,5623
249,5623
47,5624
221,5625
233,5626
1707,5627
1707,5627
1707,5627
1707,5627
382,5628
203,5629
205,5629
241,5629
1331,5630
368,5631
615,5632
203,5633
559,5634
309,5635
311,5635
324,5636
1290,5637
1292,5637
1292,5637
1601,5638
3132,5638
363,5639
363,5639
363,5639
363,5639
1870,5639
221,5640
27,5641
27,5641
32,5642
51,5642
422,5643
638,5643
201,5643
227,5644
2567,5645
358,5646
358,5646
358,5646
422,5647
422,5648
199,5649
2626,5650
215,5651
205,5652
715,5653
122,5654
2184,5654
2206,5654
2741,5655
1207,5656
1207,5656
214,5657
311,5658
358,5659
376,5659
967,5660
217,5661
650,5662
8,5663
2656,5664
1417,5665
1417,5665
38,5665
536,5666
238,5667
201,5668
201,5668
201,5668
7,5669
2091,5669
1858,5670
1220,5671
1220,5671
203,5672
2006,5673
2006,5673
161,5674
161,5674
310,5675
2793,5676
113,5677
203,5678
211,5678
218,5678
220,5678
220,5678
302,5679
217,5680
3079,5681
217,5682
1889,5683
2059,5684
377,5685
1381,5686
220,5687
2741,5688
107,5689
324,5690
37,5691
3012,5692
3012,5692
200,5693
1339,5694
1339,5694
1339,5694
766,5695
1331,5696
227,5697
422,5698
134,5699
418,5700
203,5701
464,5702
220,5703
1729,5704
214,5705
282,5706
693,5707
214,5708
151,5709
673,5709
673,5709
422,5710
2656,5711
191,5712
203,5712
203,5713
615,5714
368,5715
368,5715
2998,5716
536,5716
191,5717
2741,5718
360,5719
368,5719
368,5719
368,5719
221,5720
310,5721
65,5722
2778,5723
2778,5723
1151,5724
43,5725
2313,5726
1939,5727
989,5727
844,5728
310,5729
217,5730
217,5730
217,5730
3107,5731
3107,5731
982,5732
145,5733
2189,5734
241,5736
59,5737
1827,5738
1868,5738
315,5739
2059,5740
2059,5740
266,5741
266,5741
2656,5742
102,5743
2086,5744
370,5745
2264,5746
214,5747
203,5748
203,5748
203,5749
145,5750
2800,5751
1279,5752
172,5753
1781,5754
2793,5755
1796,5756
1796,5756
1216,5757
422,5758
422,5758
113,5759
113,5759
2249,5760
2741,5761
2766,5761
1268,5762
310,5763
1188,5763
179,5763
179,5763
1381,5764
1381,5764
615,5765
1262,5766
2059,5767
454,5768
140,5769
726,5770
726,5770
1339,5771
1339,5771
106,5772
25,5773
1339,5774
1739,5775
1739,5775
1200,5776
3088,5777
24,5778
323,5779
1830,5780
203,5781
2605,5783
813,5784
813,5784
772,5785
261,5786
185,5787
331,5788
1220,5789
1948,5790
363,5792
217,5793
2059,5794
2119,5794
261,5795
224,5796
203,5797
215,5797
221,5797
105,5798
106,5798
134,5799
577,5800
96,5801
2313,5802
710,5803
1050,5804
674,5805
674,5805
674,5805
201,5806
615,5807
681,5807
1218,5808
1218,5808
1218,5808
1218,5808
1218,5808
1226,5808
1774,5809
1774,5809
426,5810
41,5811
108,5812
108,5812
234,5813
1217,5814
299,5815
2059,5816
1901,5817
243,5818
7,5819
1261,5819
563,5820
2793,5821
324,5822
166,5823
2582,5824
1769,5825
422,5826
310,5827
591,5828
341,5829
3067,5830
3067,5830
649,5831
51,5832
185,5833
324,5834
1228,5835
214,5836
2820,5837
1906,5838
44,5838
1987,5838
1220,5839
30,5839
30,5839
1214,5839
191,5840
106,5841
203,5842
226,5843
58,5844
1214,5845
2282,5846
1285,5847
1285,5847
1285,5847
964,5848
964,5848
374,5849
103,5850
245,5851
261,5851
37,5851
1507,5852
1739,5853
203,5854
1222,5855
1781,5856
233,5857
203,5858
203,5858
225,5859
1214,5860
2741,5861
2656,5862
2984,5863
2180,5864
243,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
1191,5865
197,5866
615,5867
638,5867
698,5868
307,5869
243,5870
377,5871
1222,5872
32,5873
115,5874
2793,5875
65,5876
2748,5877
603,5878
2871,5879
2356,5880
135,5881
135,5881
623,5882
2256,5883
1773,5884
1773,5884
1290,5885
1290,5885
1290,5885
217,5886
1220,5887
1220,5887
59,5888
405,5889
179,5889
24,5890
3115,5891
1123,5892
2582,5892
2741,5892
2808,5893
2808,5893
2808,5893
2808,5893
42,5894
45,5894
324,5895
3115,5896
60,5897
227,5898
203,5899
2539,5900
1806,5900
51,5900
2725,5900
59,5900
2741,5900
30,5901
108,5902
64,5903
24,5904
166,5904
197,5905
203,5906
203,5907
214,5907
39,5908
674,5909
674,5909
227,5910
1034,5911
794,5912
692,5913
426,5914
382,5915
214,5916
1217,5917
310,5917
2322,5918
39,5919
39,5919
1969,5920
2564,5921
24,5921
217,5922
697,5923
2047,5923
2091,5923
681,5923
638,5924
225,5925
203,5926
536,5927
214,5928
3084,5929
3085,5929
1497,5930
30,5931
30,5931
30,5931
310,5931
442,5932
59,5933
51,5934
422,5935
455,5936
759,5937
307,5938
422,5939
2209,5940
615,5941
310,5942
28,5943
28,5943
422,5944
422,5945
1781,5946
1781,5946
51,5947
536,5947
536,5947
2754,5948
199,5949
203,5949
203,5949
203,5949
203,5949
203,5949
217,5949
217,5949
227,5949
229,5949
238,5949
321,5950
321,5950
321,5950
2540,5951
2540,5951
203,5952
2133,5953
2133,5953
2257,5953
2257,5953
2259,5953
713,5953
713,5953
713,5953
713,5953
713,5953
713,5953
713,5953
2274,5953
1191,5953
1191,5953
1191,5953
2961,5954
220,5955
1193,5956
140,5956
692,5957
368,5958
312,5959
312,5959
240,5960
498,5961
1381,5962
1774,5963
1774,5963
1319,5964
1319,5964
1364,5964
1364,5964
41,5965
713,5966
30,5966
693,5967
1379,5968
24,5969
315,5970
1374,5971
3088,5972
422,5973
442,5974
14,5975
14,5975
363,5976
363,5976
2971,5977
2971,5977
203,5978
370,5979
65,5980
47,5981
47,5982
65,5983
24,5984
288,5985
214,5986
363,5987
52,5988
2804,5988
454,5989
113,5990
368,5991
3088,5992
203,5993
649,5994
2039,5994
2793,5995
536,5996
309,5997
2720,5998
191,6000
75,6001
1176,6002
203,6003
208,6004
145,6005
219,6006
214,6007
29,6008
938,6009
938,6009
2093,6010
2093,6010
3115,6011
2524,6012
2984,6013
105,6014
203,6015
2486,6016
457,6017
30,6018
1381,6018
615,6019
958,6020
2605,6021
1806,6022
1806,6022
422,6023
1895,6024
2046,6025
2048,6025
117,6025
2054,6025
32,6025
455,6025
726,6025
2077,6025
347,6025
2086,6025
151,6025
2091,6025
747,6025
2108,6025
2108,6025
302,6025
2119,6025
2120,6025
536,6025
2128,6025
30,6026
321,6027
30,6028
2800,6029
211,6030
713,6031
713,6031
201,6032
243,6033
30,6035
540,6036
203,6037
65,6038
2600,6039
227,6040
2984,6041
36,6042
3088,6043
220,6044
173,6045
683,6046
683,6046
683,6046
683,6046
683,6046
1331,6047
1806,6048
166,6049
422,6050
2223,6051
3083,6052
3083,6052
1980,6053
201,6054
1134,6055
45,6057
191,6058
638,6059
844,6060
1374,6061
102,6062
106,6062
346,6063
1339,6064
245,6065
377,6066
217,6067
715,6068
779,6068
1785,6069
1785,6069
1785,6069
681,6070
201,6071
377,6072
173,6073
1770,6074
179,6074
1279,6076
1,6077
32,6079
310,6080
310,6080
310,6080
1799,6081
2656,6082
2984,6082
214,6083
685,6084
2695,6085
368,6086
1226,6087
1643,6088
604,6089
191,6090
264,6091
311,6092
30,6093
615,6094
2257,6095
51,6095
214,6096
331,6097
584,6098
1185,6099
418,6100
2128,6101
2128,6101
2335,6102
2244,6103
2800,6104
2982,6105
640,6106
201,6107
2209,6108
243,6109
305,6109
169,6110
203,6111
145,6112
2059,6113
2656,6114
1858,6115
2242,6116
641,6117
641,6117
641,6117
41,6118
57,6118
261,6119
324,6120
37,6123
59,6123
457,6124
58,6125
58,6125
774,6126
191,6127
203,6127
203,6127
218,6127
191,6128
2571,6129
45,6130
1804,6131
1771,6132
1771,6132
2989,6133
201,6134
2340,6135
2340,6135
422,6136
422,6136
14,6137
1576,6137
961,6138
1292,6139
2059,6140
1774,6141
119,6142
1807,6143
423,6144
203,6145
227,6145
1314,6146
1314,6146
759,6147
1662,6148
649,6149
498,6150
368,6151
1220,6152
136,6153
764,6153
779,6153
356,6154
2798,6155
2798,6155
225,6156
225,6156
155,6157
1969,6158
1381,6159
201,6160
2957,6161
2957,6161
2957,6161
261,6161
65,6162
145,6163
316,6164
1254,6165
1881,6166
649,6167
534,6168
1840,6169
3023,6170
2128,6171
2128,6171
1292,6172
896,6173
2283,6174
2283,6174
113,6175
172,6175
179,6176
2316,6177
324,6178
226,6179
30,6180
37,6180
641,6180
41,6180
44,6180
45,6180
45,6180
51,6180
214,6181
59,6182
1621,6183
1621,6183
982,6184
2059,6185
227,6186
107,6186
41,6187
1834,6188
1834,6188
452,6189
426,6190
372,6191
1774,6192
1774,6192
1774,6192
225,6193
426,6194
1094,6195
1774,6196
611,6197
217,6198
753,6199
201,6200
1872,6201
58,6202
2656,6203
367,6204
224,6205
224,6205
912,6206
1265,6207
422,6208
179,6209
1228,6210
1228,6210
240,6211
1769,6212
1769,6212
1771,6212
1913,6213
914,6214
220,6215
37,6216
2800,6217
224,6218
526,6219
1223,6220
227,6221
227,6221
3060,6222
14,6223
203,6224
1213,6225
36,6226
1886,6227
2088,6228
2793,6229
211,6230
214,6231
324,6232
1222,6233
422,6234
45,6235
628,6236
2108,6236
629,6237
214,6238
30,6239
201,6240
201,6241
813,6242
727,6243
103,6244
203,6245
211,6245
211,6245
114,6246
422,6247
536,6248
2059,6249
225,6250
1331,6251
173,6251
888,6252
1827,6253
3127,6253
49,6254
2244,6255
2244,6255
2244,6255
2458,6256
167,6257
422,6258
58,6259
638,6260
2201,6261
1222,6262
2541,6263
10,6263
1339,6264
32,6265
804,6266
30,6267
37,6268
382,6269
225,6270
1163,6271
401,6272
5,6273
615,6274
1980,6275
1832,6276
127,6277
1980,6278
2800,6279
65,6280
888,6281
232,6282
1207,6283
1207,6283
2991,6284
443,6285
1948,6285
179,6285
363,6286
1010,6287
422,6288
649,6288
41,6289
1397,6290
1381,6291
536,6292
639,6293
310,6294
310,6294
2705,6295
1266,6296
422,6297
2683,6298
1886,6299
1886,6299
217,6300
536,6301
2741,6302
302,6303
3099,6304
208,6305
221,6306
1917,6307
65,6308
188,6309
188,6309
193,6309
221,6309
107,6309
114,6310
577,6311
2059,6312
2696,6313
24,6314
615,6315
1048,6316
422,6317
1937,6318
1937,6318
607,6319
1804,6320
847,6321
1424,6322
1870,6323
36,6324
2486,6325
261,6327
536,6328
2244,6329
2245,6329
2251,6329
2251,6329
2274,6329
2277,6329
232,6330
1774,6331
134,6332
452,6332
692,6333
2626,6334
1954,6335
1954,6335
38,6336
51,6337
536,6338
2093,6339
45,6340
1381,6341
312,6343
312,6343
1314,6344
214,6345
48,6346
2656,6347
813,6348
813,6348
772,6349
620,6350
1841,6351
2129,6351
2793,6352
2637,6353
199,6354
1802,6355
1802,6355
1774,6356
1064,6357
1064,6357
1064,6357
194,6359
2748,6360
693,6360
998,6361
243,6362
203,6363
233,6363
16,6364
1381,6365
2108,6366
32,6367
2120,6367
816,6368
816,6368
196,6369
2209,6370
102,6371
430,6372
537,6373
537,6373
201,6374
44,6374
200,6375
238,6375
2101,6376
2101,6376
1374,6377
1123,6378
249,6379
694,6380
422,6381
191,6382
615,6383
534,6384
2582,6385
109,6386
1386,6387
24,6388
692,6389
1013,6390
32,6391
598,6392
203,6393
225,6393
377,6394
102,6395
323,6396
611,6397
536,6398
2658,6399
2658,6399
331,6400
989,6401
199,6402
682,6403
56,6404
220,6405
602,6406
45,6407
2337,6408
2215,6409
139,6410
169,6410
2165,6411
2059,6412
217,6413
1948,6414
191,6415
372,6416
1886,6416
201,6417
598,6418
694,6419
203,6420
2741,6421
363,6422
455,6423
149,6423
1460,6423
201,6424
102,6425
106,6425
877,6426
877,6426
877,6426
203,6427
638,6428
140,6429
3099,6430
40,6431
40,6431
1452,6432
2656,6433
1774,6434
628,6435
692,6436
214,6437
1322,6438
149,6439
2244,6440
2274,6440
2280,6440
2280,6440
2280,6440
659,6440
1374,6441
65,6441
221,6442
2656,6443
422,6444
36,6445
218,6446
324,6447
2741,6448
1034,6449
2088,6450
214,6451
214,6451
426,6452
426,6452
2826,6453
649,6454
422,6455
200,6456
200,6456
37,6458
173,6459
203,6460
611,6461
2582,6462
726,6462
2748,6462
1886,6463
43,6464
43,6464
1774,6465
1156,6466
1729,6467
1314,6468
315,6469
1293,6469
511,6470
42,6471
602,6472
2059,6473
8,6474
152,6475
36,6476
3093,6477
2312,6478
1339,6479
1322,6480
422,6481
194,6482
2060,6483
341,6483
341,6483
2077,6483
1261,6483
2091,6483
47,6483
372,6483
2113,6483
1876,6483
681,6483
681,6483
302,6483
302,6483
2119,6483
2128,6483
2128,6483
369,6484
370,6484
310,6485
310,6485
3060,6486
193,6487
382,6488
1290,6489
117,6490
145,6491
53,6491
3115,6492
1160,6493
615,6494
1383,6495
1176,6496
10,6498
615,6499
63,6500
302,6501
536,6502
2741,6503
2242,6504
45,6505
430,6506
37,6506
649,6507
105,6508
51,6509
7,6510
1774,6511
2532,6512
2541,6512
2138,6513
2654,6514
694,6516
194,6517
1362,6518
578,6519
665,6520
683,6520
2968,6521
47,6522
197,6523
10,6524
418,6524
426,6525
30,6526
201,6526
50,6526
755,6526
778,6526
221,6527
310,6528
346,6529
512,6530
422,6531
692,6531
201,6532
201,6532
126,6533
923,6534
301,6535
857,6536
857,6536
422,6537
681,6538
713,6539
1882,6539
1765,6540
443,6541
615,6542
50,6543
1942,6544
1381,6545
1193,6546
140,6546
1207,6546
422,6547
2800,6548
182,6549
2112,6550
203,6551
