id,"code",location_id,county_id
39005,"99606",NULL,81
39006,"99608",NULL,80
39007,"99610",NULL,78
39008,"99611",NULL,78
39009,"99612",NULL,68
39010,"99613",NULL,72
39011,"99615",NULL,80
39012,"99619",NULL,80
39013,"99624",NULL,80
39014,"99625",NULL,81
39015,"99629",NULL,82
39016,"99631",NULL,78
39017,"99633",NULL,72
39018,"99635",NULL,78
39019,"99639",NULL,78
39020,"99640",NULL,81
39021,"99643",NULL,80
39022,"99644",NULL,80
39023,"99645",NULL,82
39024,"99647",NULL,81
39025,"99648",NULL,81
39026,"99649",NULL,81
39027,"99652",NULL,82
39028,"99653",NULL,81
39029,"99654",NULL,82
39030,"99661",NULL,68
39031,"99663",NULL,78
39032,"99664",NULL,78
39033,"99667",NULL,82
39034,"99669",NULL,78
39035,"99670",NULL,72
39036,"99672",NULL,78
39037,"99674",NULL,82
39038,"99676",NULL,82
39039,"99682",NULL,78
39040,"99683",NULL,82
39041,"99687",NULL,82
39042,"99688",NULL,82
39043,"99689",NULL,93
39044,"99694",NULL,82
39045,"99695",NULL,70
39046,"99697",NULL,80
39047,"99701",NULL,75
39048,"99702",NULL,75
39049,"99703",NULL,75
39050,"99705",NULL,75
39051,"99706",NULL,75
39052,"99707",NULL,75
39053,"99708",NULL,75
39054,"99709",NULL,75
39055,"99710",NULL,75
39056,"99711",NULL,75
39057,"99712",NULL,75
39058,"99714",NULL,75
39059,"99716",NULL,75
39060,"99721",NULL,84
39061,"99723",NULL,84
39062,"99725",NULL,75
39063,"99727",NULL,85
39064,"99729",NULL,73
39065,"99734",NULL,84
39066,"99736",NULL,85
39067,"99743",NULL,73
39068,"99744",NULL,73
39069,"99747",NULL,84
39070,"99749",NULL,85
39071,"99750",NULL,85
39072,"99751",NULL,85
39073,"99752",NULL,85
39074,"99755",NULL,73
39075,"99759",NULL,84
39076,"99761",NULL,85
39077,"99763",NULL,85
39078,"99766",NULL,84
39079,"99770",NULL,85
39080,"99773",NULL,85
39081,"99775",NULL,75
39082,"99782",NULL,84
39083,"99786",NULL,85
39084,"99789",NULL,84
39085,"99790",NULL,75
39086,"99791",NULL,84
39087,"99801",NULL,77
39088,"99824",NULL,77
39089,"99827",NULL,76
39090,"99835",NULL,87
39091,"99901",NULL,79
39092,"99903",NULL,86
39093,"99918",NULL,86
39094,"99919",NULL,86
39095,"99921",NULL,86
39096,"99922",NULL,86
39097,"99923",NULL,86
39098,"99925",NULL,86
39099,"99926",NULL,86
39100,"99927",NULL,86
39101,"99928",NULL,79
39102,"99950",NULL,86
39103,"85001",NULL,102
39104,"85002",NULL,102
39105,"85003",NULL,102
39106,"85004",NULL,102
39107,"85005",NULL,102
39108,"85006",NULL,102
39109,"85007",NULL,102
39110,"85008",NULL,102
39111,"85009",NULL,102
39112,"85010",NULL,102
39113,"85011",NULL,102
39114,"85012",NULL,102
39115,"85013",NULL,102
39116,"85014",NULL,102
39117,"85015",NULL,102
39118,"85016",NULL,102
39119,"85017",NULL,102
39120,"85018",NULL,102
39121,"85019",NULL,102
39122,"85020",NULL,102
39123,"85021",NULL,102
39124,"85022",NULL,102
39125,"85023",NULL,102
39126,"85024",NULL,102
39127,"85025",NULL,102
39128,"85026",NULL,102
39129,"85027",NULL,102
39130,"85028",NULL,102
39131,"85029",NULL,102
39132,"85030",NULL,102
39133,"85031",NULL,102
39134,"85032",NULL,102
39135,"85033",NULL,102
39136,"85034",NULL,102
39137,"85035",NULL,102
39138,"85036",NULL,102
39139,"85037",NULL,102
39140,"85038",NULL,102
39141,"85039",NULL,102
39142,"85040",NULL,102
39143,"85041",NULL,102
39144,"85042",NULL,102
39145,"85043",NULL,102
39146,"85044",NULL,102
39147,"85045",NULL,102
39148,"85046",NULL,102
39149,"85048",NULL,102
39150,"85050",NULL,102
39151,"85051",NULL,102
39152,"85053",NULL,102
39153,"85054",NULL,102
39154,"85055",NULL,102
39155,"85060",NULL,102
39156,"85061",NULL,102
39157,"85062",NULL,102
39158,"85063",NULL,102
39159,"85064",NULL,102
39160,"85065",NULL,102
39161,"85066",NULL,102
39162,"85067",NULL,102
39163,"85068",NULL,102
39164,"85069",NULL,102
39165,"85070",NULL,102
39166,"85071",NULL,102
39167,"85072",NULL,102
39168,"85073",NULL,102
39169,"85074",NULL,102
39170,"85075",NULL,102
39171,"85076",NULL,102
39172,"85077",NULL,102
39173,"85078",NULL,102
39174,"85079",NULL,102
39175,"85080",NULL,102
39176,"85082",NULL,102
39177,"85083",NULL,102
39178,"85085",NULL,102
39179,"85086",NULL,102
39180,"85087",NULL,102
39181,"85096",NULL,102
39182,"85097",NULL,102
39183,"85098",NULL,102
39184,"85099",NULL,102
39185,"85117",NULL,106
39186,"85118",NULL,106
39187,"85119",NULL,106
39188,"85120",NULL,106
39189,"85121",NULL,106
39190,"85122",NULL,106
39191,"85123",NULL,106
39192,"85127",NULL,102
